# P=192 nodes=2 M=191 msg_vol=100000 nsizes=500 host0=ccc0391.campuscluster.illinois.edu cpu0=0 socket0=0 date=2026-09-14T23:25:31
partner,partner_host,partner_cpu,partner_socket,class,nwds,bytes,nloop,t_half_s,mb_per_s
0,ccc0391.campuscluster.illinois.edu,0,0,self,2103,16824,47,1.568782979e-05,1072.4237
0,ccc0391.campuscluster.illinois.edu,0,0,self,2137,17096,46,1.560047826e-05,1095.8638
0,ccc0391.campuscluster.illinois.edu,0,0,self,2172,17376,45,1.577482222e-05,1101.5021
0,ccc0391.campuscluster.illinois.edu,0,0,self,2207,17656,45,1.593400000e-05,1108.0708
0,ccc0391.campuscluster.illinois.edu,0,0,self,2243,17944,44,1.587695455e-05,1130.1916
0,ccc0391.campuscluster.illinois.edu,0,0,self,2279,18232,43,1.606048837e-05,1135.2083
0,ccc0391.campuscluster.illinois.edu,0,0,self,2316,18528,43,1.616486047e-05,1146.1899
0,ccc0391.campuscluster.illinois.edu,0,0,self,2354,18832,42,1.618380952e-05,1163.6321
0,ccc0391.campuscluster.illinois.edu,0,0,self,2392,19136,41,1.638868293e-05,1167.6350
0,ccc0391.campuscluster.illinois.edu,0,0,self,2431,19448,41,1.664134146e-05,1168.6558
0,ccc0391.campuscluster.illinois.edu,0,0,self,2470,19760,40,1.652012500e-05,1196.1169
0,ccc0391.campuscluster.illinois.edu,0,0,self,2510,20080,39,1.670015385e-05,1202.3841
0,ccc0391.campuscluster.illinois.edu,0,0,self,2551,20408,39,1.697838462e-05,1201.9989
0,ccc0391.campuscluster.illinois.edu,0,0,self,2592,20736,38,1.705213158e-05,1216.0357
0,ccc0391.campuscluster.illinois.edu,0,0,self,2634,21072,37,1.727956757e-05,1219.4750
0,ccc0391.campuscluster.illinois.edu,0,0,self,2677,21416,37,1.759178378e-05,1217.3865
0,ccc0391.campuscluster.illinois.edu,0,0,self,2720,21760,36,1.773005556e-05,1227.2945
0,ccc0391.campuscluster.illinois.edu,0,0,self,2764,22112,36,1.813388889e-05,1219.3744
